MajorityproteinIDs,Fastaheaders,Score,id,UniProt ID,genesymbol,description,s200,s201,s202,s203,s204,s400,s401,s402,s503,s504,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,sig.PVal,sig.FDR
P97950;O35963,sp|P97950|RB33A_MOUSE Ras-related protein Rab-33A OS=Mus musculus OX=10090 GN=Rab33a PE=2 SV=1;sp|O35963|RB33B_MOUSE Ras-related protein Rab-33B OS=Mus musculus OX=10090 GN=Rab33b PE=1 SV=1,12.484,1503,P97950,Rab33a,Ras-related protein Rab-33A,16.46217761,16.67824136,16.57402244,16.58493623,16.45139291,16.42272522,16.5975803,16.66473143,16.63077144,16.56668385,-0.026344337,-0.170827781,0.118139107,16.56332628,-0.404357318,-5.000054878,0.694171328,0.999980519,0,0
P97952,sp|P97952|SCN1B_MOUSE Sodium channel subunit beta-1 OS=Mus musculus OX=10090 GN=Scn1b PE=1 SV=1,36.067,1504,P97952,Scn1b,Sodium channel subunit beta-1,18.45977844,18.71856862,18.60319336,18.59022457,18.61147439,18.37950151,18.51382992,18.4930829,18.60041675,18.59953805,0.079374048,-0.062833246,0.221581343,18.55696085,1.237806544,-4.596280056,0.243103873,0.999980519,0,0
P98084,sp|P98084|APBA2_MOUSE Amyloid-beta A4 precursor protein-binding family A member 2 OS=Mus musculus OX=10090 GN=Apba2 PE=1 SV=2,8.1351,1505,P98084,Apba2,Amyloid-beta A4 precursor protein-binding family A member 2,12.34604022,12.75250698,12.38273861,12.82500705,12.317493,12.51815453,12.82400745,12.27062907,12.57633388,12.64652411,-0.042372639,-0.333082352,0.248337074,12.54594349,-0.323898086,-5.018941737,0.752558295,0.999980519,0,0
P98086,sp|P98086|C1QA_MOUSE Complement C1q subcomponent subunit A OS=Mus musculus OX=10090 GN=C1qa PE=1 SV=2,13.869,1506,P98086,C1qa,Complement C1q subcomponent subunit A,14.92156865,14.82301611,14.98090389,14.79171903,14.84927908,14.84377166,14.79819488,14.79605307,15.00428166,14.72301785,0.040233526,-0.102397116,0.182864168,14.85318059,0.625563461,-4.927835421,0.545133725,0.999980519,0,0
P98191,sp|P98191|CDS1_MOUSE Phosphatidate cytidylyltransferase 1 OS=Mus musculus OX=10090 GN=Cds1 PE=1 SV=2,4.2849,1507,P98191,Cds1,Phosphatidate cytidylyltransferase 1,15.15271602,15.20545886,14.77124395,15.08859604,15.3999901,14.78125293,15.16979486,15.0083863,15.09073572,14.92203584,0.129159864,-0.125642403,0.383962132,15.05902106,1.125493533,-4.669229765,0.286003951,0.999980519,0,0
P98192,sp|P98192|GNPAT_MOUSE Dihydroxyacetone phosphate acyltransferase OS=Mus musculus OX=10090 GN=Gnpat PE=1 SV=1,1.658,1508,P98192,Gnpat,Dihydroxyacetone phosphate acyltransferase,11.05096035,11.0028933,11.74769007,11.30083883,11.49544283,11.31012744,11.19235154,11.8721391,10.9484465,11.26488642,0.001974878,-0.412219373,0.416169129,11.31857764,0.010595431,-5.053215492,0.99175058,0.999980519,0,0
P98200,sp|P98200|AT8A2_MOUSE Phospholipid-transporting ATPase IB OS=Mus musculus OX=10090 GN=Atp8a2 PE=1 SV=1,8.5741,1509,P98200,Atp8a2,Phospholipid-transporting ATPase IB,14.12285059,14.6946928,14.44039135,14.57751688,14.82017918,14.56366874,14.37269821,14.15790552,14.66905927,14.46843394,0.084773024,-0.218992115,0.388538163,14.48873965,0.62015772,-4.929818062,0.548756261,0.999980519,0,0
P98203,sp|P98203|ARVC_MOUSE Splicing regulator ARVCF OS=Mus musculus OX=10090 GN=Arvcf PE=1 SV=2,26.828,1510,P98203,Arvcf,Splicing regulator ARVCF,15.34392226,15.18260295,15.11679772,15.01522279,15.35813065,15.44056809,14.94865841,15.30806063,15.29330198,14.97365598,0.01048626,-0.23628356,0.257256081,15.19809215,0.094341355,-5.050324327,0.926652591,0.999980519,0,0
P99024,sp|P99024|TBB5_MOUSE Tubulin beta-5 chain OS=Mus musculus OX=10090 GN=Tubb5 PE=1 SV=1,48.087,1511,P99024,Tubb5,Tubulin beta-5 chain,22.51870497,22.48389628,22.79363484,22.66415883,22.62193942,22.70857594,22.62607611,22.60003043,22.75612182,22.82931027,-0.087556044,-0.247951595,0.072839507,22.66024489,-1.210570068,-4.614395627,0.252952215,0.999980519,0,0
P99026,sp|P99026|PSB4_MOUSE Proteasome subunit beta type-4 OS=Mus musculus OX=10090 GN=Psmb4 PE=1 SV=1,31.999,1512,P99026,Psmb4,Proteasome subunit beta type-4,19.61147015,19.5264759,19.63461639,19.39067549,19.46548082,19.61405001,19.37593863,19.48706918,19.49968887,19.24520567,0.081353278,-0.09209734,0.254803897,19.48506711,1.040148441,-4.721507277,0.321935273,0.999980519,0,0
P99027;A0A5F8MPY2,sp|P99027|RLA2_MOUSE Large ribosomal subunit protein P2 OS=Mus musculus OX=10090 GN=Rplp2 PE=1 SV=3;tr|A0A5F8MPY2|A0A5F8MPY2_MOUSE Large ribosomal subunit protein P2 OS=Mus musculus OX=10090 GN=Rplp2-ps1 PE=3 SV=1,55.676,1513,P99027,Rplp2,Large ribosomal subunit protein P2,20.50555408,20.52267658,20.29452541,20.42509001,20.58407628,20.76997824,20.46451546,20.60907614,20.46625203,20.40355808,-0.076291517,-0.259366608,0.106783574,20.50453023,-0.92415136,-4.787589301,0.376429157,0.999980519,0,0
P99028,"sp|P99028|QCR6_MOUSE Cytochrome b-c1 complex subunit 6, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrh PE=1 SV=2",25.172,1514,P99028,Uqcrh,"Cytochrome b-c1 complex subunit 6, mitochondrial",18.79869903,20.61779758,19.22072996,20.54446994,18.59973413,19.20110953,18.81743809,19.6606904,18.70715809,18.85785052,0.507436802,-0.409889633,1.424763236,19.30256773,1.229250696,-4.602024117,0.246577323,0.999980519,0,0
P99029,"sp|P99029|PRDX5_MOUSE Peroxiredoxin-5, mitochondrial OS=Mus musculus OX=10090 GN=Prdx5 PE=1 SV=2",49.271,1515,P99029,Prdx5,"Peroxiredoxin-5, mitochondrial",22.16587716,22.05688533,22.05425709,22.10978875,22.26260575,22.15627939,21.99091363,22.03533516,22.11554043,21.96676942,0.076915209,-0.05801815,0.211848567,22.09142521,1.264122062,-4.578536489,0.23388503,0.999980519,0,0
Q00262,sp|Q00262|STX2_MOUSE Syntaxin-2 OS=Mus musculus OX=10090 GN=Stx2 PE=1 SV=1,4.1239,1516,Q00262,Stx2,Syntaxin-2,16.03983175,16.05808153,15.99219608,16.0768395,15.93632831,16.03211271,16.0539984,16.30182171,16.05628233,15.9427526,-0.056738116,-0.210014067,0.096537834,16.04902449,-0.820912771,-4.84120297,0.430179337,0.999980519,0,0
Q00422,sp|Q00422|GABPA_MOUSE GA-binding protein alpha chain OS=Mus musculus OX=10090 GN=Gabpa PE=1 SV=2,2.7989,1517,Q00422,Gabpa,GA-binding protein alpha chain,10.96009954,11.1403963,10.88451123,11.17309841,8.72626748,10.86851749,11.27988929,10.56476064,10.41407092,11.12483136,-0.273539349,-1.248397016,0.701318317,10.71364427,-0.623535248,-4.928504819,0.546621169,0.999980519,0,0
Q00493,sp|Q00493|CBPE_MOUSE Carboxypeptidase E OS=Mus musculus OX=10090 GN=Cpe PE=1 SV=2,84.386,1518,Q00493,Cpe,Carboxypeptidase E,20.35908939,20.39808548,20.53496284,20.27752021,20.24576355,20.53728412,20.62470731,20.44610986,20.25306794,20.58704528,-0.126558609,-0.310954801,0.057837583,20.4263636,-1.522074326,-4.393570705,0.157908547,0.999980519,0,0
Q00558,sp|Q00558|HAP40_MOUSE 40-kDa huntingtin-associated protein OS=Mus musculus OX=10090 GN=F8a1 PE=1 SV=2,25.443,1519,Q00558,F8a1,40-kDa huntingtin-associated protein,17.60196779,17.73084789,17.58290692,17.66518209,17.58646053,17.62934966,17.56188392,17.66188231,17.68507552,17.66406104,-0.006977446,-0.117984408,0.104029516,17.63696177,-0.139393457,-5.046869182,0.891811735,0.999980519,0,0
Q00612,sp|Q00612|G6PD1_MOUSE Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3,53.374,1520,Q00612,G6pdx,Glucose-6-phosphate 1-dehydrogenase X,19.10453187,19.05194973,19.05883836,19.00486188,19.05763919,18.9250851,18.95509634,18.99019922,19.00051805,19.28248074,0.024888316,-0.130495265,0.180271897,19.04312005,0.355211085,-5.012097923,0.729556552,0.999980519,0,0
Q00623,sp|Q00623|APOA1_MOUSE Apolipoprotein A-I OS=Mus musculus OX=10090 GN=Apoa1 PE=1 SV=2,50.216,1521,Q00623,Apoa1,Apolipoprotein A-I,20.82926273,20.10891093,19.89813241,20.65354617,20.26761587,20.01564084,20.12170935,19.8402324,20.08527759,19.72737444,0.393446701,0.014662719,0.772230683,20.15477027,2.308217418,-3.762406245,0.043157996,0.999980519,0,0
Q00897,sp|Q00897|A1AT4_MOUSE Alpha-1-antitrypsin 1-4 OS=Mus musculus OX=10090 GN=Serpina1d PE=1 SV=1,32.205,1522,Q00897,Serpina1d,Alpha-1-antitrypsin 1-4,19.62530221,18.92971799,18.68490217,19.56445985,19.30382239,18.64323274,18.85867663,18.65052048,18.95507702,18.76993752,0.446152046,0.060141611,0.832162481,18.9985649,2.568421253,-3.548398117,0.02756346,0.999980519,0,0
Q00898,sp|Q00898|A1AT5_MOUSE Alpha-1-antitrypsin 1-5 OS=Mus musculus OX=10090 GN=Serpina1e PE=1 SV=1,1.5704,1523,Q00898,Serpina1e,Alpha-1-antitrypsin 1-5,15.29143545,14.2917221,13.86424607,15.60225122,15.32357998,13.02088327,15.01185691,13.5703873,15.02583415,14.67424424,0.614005789,-0.43068679,1.658698368,14.56764407,1.306069739,-4.549892922,0.220210901,0.999980519,0,0
Q00915,sp|Q00915|RET1_MOUSE Retinol-binding protein 1 OS=Mus musculus OX=10090 GN=Rbp1 PE=1 SV=2,23.241,1524,Q00915,Rbp1,Retinol-binding protein 1,17.19739685,16.41643387,16.55367392,16.41776167,16.81701215,16.41589917,16.58377058,16.42597951,16.51283148,16.60527634,0.171704275,-0.141860869,0.485269419,16.59460355,1.216846336,-4.610257797,0.251065545,0.999980519,0,0
Q00PI9,sp|Q00PI9|HNRL2_MOUSE Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Mus musculus OX=10090 GN=Hnrnpul2 PE=1 SV=2,86.362,1525,Q00PI9,Hnrnpul2,Heterogeneous nuclear ribonucleoprotein U-like protein 2,19.60770018,19.6874157,19.54316965,19.67181845,19.58950191,19.72524103,19.69861476,19.70719401,19.69050907,19.52848299,-0.050087195,-0.172765542,0.072591152,19.64496477,-0.905430062,-4.797688106,0.385808972,0.999980519,0,0
Q01063,"sp|Q01063|PDE4D_MOUSE cAMP-specific 3,5-cyclic phosphodiesterase 4D OS=Mus musculus OX=10090 GN=Pde4d PE=1 SV=2",25.37,1526,Q01063,Pde4d,"cAMP-specific 3,5-cyclic phosphodiesterase 4D",15.41739304,15.1958444,15.27850715,15.2261734,15.24482375,15.06995148,15.23355049,15.36519688,15.53601697,15.61710417,-0.091815654,-0.316782222,0.133150913,15.31845617,-0.905276231,-4.797756446,0.385917305,0.999980519,0,0
Q01065,"sp|Q01065|PDE1B_MOUSE Dual specificity calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase 1B OS=Mus musculus OX=10090 GN=Pde1b PE=1 SV=2",42.041,1527,Q01065,Pde1b,"Dual specificity calcium/calmodulin-dependent 3,5-cyclic nucleotide phosphodiesterase 1B",16.6331448,16.90203436,16.83309782,17.02704497,16.71541967,16.81375679,16.83824308,17.05611979,17.1383898,16.60106796,-0.067367162,-0.313089739,0.178355414,16.85583191,-0.608621718,-4.934313596,0.555984959,0.999980519,0,0
Q01097,"sp|Q01097|NMDE2_MOUSE Glutamate receptor ionotropic, NMDA 2B OS=Mus musculus OX=10090 GN=Grin2b PE=1 SV=3",43.897,1528,Q01097,Grin2b,"Glutamate receptor ionotropic, NMDA 2B",18.62842469,18.94812753,18.72417422,18.90174432,18.8467451,18.68741397,18.88834004,18.75187181,18.97111417,18.91868738,-0.033642302,-0.210769184,0.143484579,18.82666432,-0.421208716,-4.995582058,0.682207568,0.999980519,0,0
Q01279,sp|Q01279|EGFR_MOUSE Epidermal growth factor receptor OS=Mus musculus OX=10090 GN=Egfr PE=1 SV=1,8.4557,1529,Q01279,Egfr,Epidermal growth factor receptor,15.40660808,15.53362339,15.30474276,15.9051665,15.24647271,16.06588309,14.91354131,15.01251932,15.47175212,15.80076296,0.026430928,-0.473917412,0.526779269,15.46610723,0.117387638,-5.048717637,0.908832002,0.999980519,0,0
Q01341,sp|Q01341|ADCY6_MOUSE Adenylate cyclase type 6 OS=Mus musculus OX=10090 GN=Adcy6 PE=1 SV=1,15.461,1531,Q01341,Adcy6,Adenylate cyclase type 6,14.20001362,14.25382917,14.35101717,14.07421588,14.19689926,14.26033999,14.39135681,14.29039612,14.45317222,14.57432082,-0.178722173,-0.344276398,-0.013167947,14.30455611,-2.39405588,-3.687624905,0.036892112,0.999980519,0,0
Q01405,sp|Q01405|SC23A_MOUSE Protein transport protein Sec23A OS=Mus musculus OX=10090 GN=Sec23a PE=1 SV=2,65.415,1532,Q01405,Sec23a,Protein transport protein Sec23A,16.90134221,16.51920245,16.8783604,16.51817736,16.84003145,16.51592933,16.85782001,16.60908339,16.92649939,16.74779541,-2.73116E-06,-0.242337448,0.242331986,16.73142414,-2.50158E-05,-5.053252472,0.999980519,0.999980519,0,0
Q01730,sp|Q01730|RSU1_MOUSE Ras suppressor protein 1 OS=Mus musculus OX=10090 GN=Rsu1 PE=1 SV=3,13.881,1533,Q01730,Rsu1,Ras suppressor protein 1,16.44423319,16.42310913,16.19641415,16.33891209,16.47565207,16.52347282,16.29411606,16.39048278,16.39511799,16.21690387,0.011645421,-0.153363501,0.176654344,16.36984142,0.15651065,-5.045207969,0.878638355,0.999980519,0,0
Q01768,sp|Q01768|NDKB_MOUSE Nucleoside diphosphate kinase B OS=Mus musculus OX=10090 GN=Nme2 PE=1 SV=1,19.22,1534,Q01768,Nme2,Nucleoside diphosphate kinase B,20.14177243,19.96698441,20.20649972,19.96269718,20.03150906,19.80820462,19.94017934,19.9726245,19.84759942,20.54679159,0.038812666,-0.254531518,0.332156851,20.04248623,0.294021039,-5.024944013,0.774637419,0.999980519,0,0
Q01815;Q99246,sp|Q01815|CAC1C_MOUSE Voltage-dependent L-type calcium channel subunit alpha-1C OS=Mus musculus OX=10090 GN=Cacna1c PE=1 SV=1;sp|Q99246|CAC1D_MOUSE Voltage-dependent L-type calcium channel subunit alpha-1D OS=Mus musculus OX=10090 GN=Cacna1d PE=1 SV=3,1.6769,1535,Q01815,Cacna1c,Voltage-dependent L-type calcium channel subunit alpha-1C,11.70825086,11.94570328,12.52513841,12.38611034,12.01007401,12.4531055,12.44571721,11.94701664,12.27755296,12.69726069,-0.249075222,-0.640321684,0.142171241,12.23959299,-1.414694005,-4.473085943,0.186948833,0.999980519,0,0
Q01853,sp|Q01853|TERA_MOUSE Transitional endoplasmic reticulum ATPase OS=Mus musculus OX=10090 GN=Vcp PE=1 SV=4,243.69,1536,Q01853,Vcp,Transitional endoplasmic reticulum ATPase,22.99654233,23.00343082,22.9189837,22.97673558,23.00156787,23.06279782,22.98321074,23.01601446,23.11431186,22.92806395,-0.041427707,-0.152445724,0.069590309,23.00016591,-0.827548682,-4.837912316,0.426576033,0.999980519,0,0
Q02013,sp|Q02013|AQP1_MOUSE Aquaporin-1 OS=Mus musculus OX=10090 GN=Aqp1 PE=1 SV=3,1.5735,1537,Q02013,Aqp1,Aquaporin-1,14.7587055,10.51020442,11.69217936,9.92920664,14.35109042,10.42765638,12.02277845,9.891973998,NA,11.82770319,1.205749263,-1.17237581,3.583874336,11.71238871,1.143139773,-4.642777806,0.281850978,0.999980519,0,0
Q02053,sp|Q02053|UBA1_MOUSE Ubiquitin-like modifier-activating enzyme 1 OS=Mus musculus OX=10090 GN=Uba1 PE=1 SV=1,286.17,1538,Q02053,Uba1,Ubiquitin-like modifier-activating enzyme 1,22.77936202,22.7814326,22.81246009,22.78373211,22.72190231,22.76529977,22.78795801,22.81406361,22.79215251,22.73919281,-0.003955514,-0.098378888,0.09046786,22.77775559,-0.092900823,-5.050415105,0.927754291,0.999980519,0,0
Q02248,sp|Q02248|CTNB1_MOUSE Catenin beta-1 OS=Mus musculus OX=10090 GN=Ctnnb1 PE=1 SV=1,197.65,1539,Q02248,Ctnnb1,Catenin beta-1,20.73025637,20.92917109,20.77720272,20.90870666,20.82505735,20.80416569,20.84378397,20.8704305,20.96099783,20.68589819,0.001023604,-0.142458474,0.144505681,20.83356703,0.015820866,-5.053170137,0.987677827,0.999980519,0,0
Q02257,sp|Q02257|PLAK_MOUSE Junction plakoglobin OS=Mus musculus OX=10090 GN=Jup PE=1 SV=3,22.617,1540,Q02257,Jup,Junction plakoglobin,16.83570498,17.36826852,16.73303442,17.09629163,16.8944436,17.03431046,16.84949792,16.85741812,17.08287122,17.12297977,-0.003866869,-0.265760613,0.258026876,16.98748206,-0.032790417,-5.052898468,0.974471525,0.999980519,0,0
Q02357,sp|Q02357|ANK1_MOUSE Ankyrin-1 OS=Mus musculus OX=10090 GN=Ank1 PE=1 SV=2,50.046,1541,Q02357,Ank1,Ankyrin-1,17.06447441,16.89921341,16.87898164,16.92333887,17.16829341,16.9214961,16.74177019,17.05224914,16.91323882,16.66892631,0.127324236,-0.065442866,0.320091338,16.92319823,1.464786327,-4.436212287,0.172653569,0.999980519,0,0
Q02780;P70257,sp|Q02780|NFIA_MOUSE Nuclear factor 1 A-type OS=Mus musculus OX=10090 GN=Nfia PE=1 SV=1;sp|P70257|NFIX_MOUSE Nuclear factor 1 X-type OS=Mus musculus OX=10090 GN=Nfix PE=1 SV=2,2.4185,1542,Q02780,Nfia,Nuclear factor 1 A-type,11.8756655,12.64711266,12.0229239,11.94932493,10.97152709,11.68881161,11.41992303,12.08906938,11.67549645,11.05385098,0.307880529,-0.32326762,0.939028678,11.73937055,1.084010083,-4.694938784,0.303315103,0.999980519,0,0
Q02819,sp|Q02819|NUCB1_MOUSE Nucleobindin-1 OS=Mus musculus OX=10090 GN=Nucb1 PE=1 SV=2,38.146,1543,Q02819,Nucb1,Nucleobindin-1,17.53133702,17.38907516,17.3464153,17.4128871,17.46868791,17.67267815,17.58469118,17.61447195,17.53847733,17.51808558,-0.156000342,-0.275542783,-0.036457901,17.50768067,-2.894006808,-3.279531829,0.0154564,0.999980519,0,0
Q02956,sp|Q02956|KPCZ_MOUSE Protein kinase C zeta type OS=Mus musculus OX=10090 GN=Prkcz PE=1 SV=2,4.958,1544,Q02956,Prkcz,Protein kinase C zeta type,14.69914565,14.70383468,14.93076395,14.70555604,14.71711249,14.60004417,14.54434405,14.53459578,14.89485603,14.90827982,0.054858593,-0.150751571,0.260468758,14.72385327,0.591692689,-4.940744577,0.566742452,0.999980519,0,0
Q03059,sp|Q03059|CLAT_MOUSE Choline O-acetyltransferase OS=Mus musculus OX=10090 GN=Chat PE=2 SV=2,13.107,1545,Q03059,Chat,Choline O-acetyltransferase,14.39476966,13.92613179,13.85512496,13.75464804,13.87850619,13.97556327,13.93338502,13.66524671,13.54848983,13.81145343,0.175008476,-0.108757493,0.458774446,13.87433189,1.370462915,-4.504769122,0.199936423,0.999980519,0,0
Q03137,sp|Q03137|EPHA4_MOUSE Ephrin type-A receptor 4 OS=Mus musculus OX=10090 GN=Epha4 PE=1 SV=2,71.541,1546,Q03137,Epha4,Ephrin type-A receptor 4,17.63089711,17.63834135,17.61874925,17.61827025,17.68399571,17.46154101,17.43090159,17.37258211,17.29481076,17.75600849,0.174881941,-0.002451495,0.352215377,17.55060976,2.187008412,-3.859776336,0.052696195,0.999980519,0,0
Q03141,sp|Q03141|MARK3_MOUSE MAP/microtubule affinity-regulating kinase 3 OS=Mus musculus OX=10090 GN=Mark3 PE=1 SV=2,7.7708,1547,Q03141,Mark3,MAP/microtubule affinity-regulating kinase 3,15.68376068,15.55674392,15.73210472,15.69260023,15.64097402,15.32299042,15.54632445,15.56492812,15.55496845,15.41569398,0.18025563,0.040270883,0.320240377,15.5711089,2.855645146,-3.310128936,0.016524429,0.999980519,0,0
Q03157,sp|Q03157|APLP1_MOUSE Amyloid beta precursor like protein 1 OS=Mus musculus OX=10090 GN=Aplp1 PE=1 SV=2,16.599,1548,Q03157,Aplp1,Amyloid beta precursor like protein 1,16.96921832,17.00707941,16.96004706,16.77662275,17.06093744,17.32794135,16.99747151,16.93620496,16.91112737,17.20145346,-0.120058733,-0.323241565,0.083124098,17.01481036,-1.310396929,-4.546783517,0.218366607,0.999980519,0,0
Q03173,sp|Q03173|ENAH_MOUSE Protein enabled homolog OS=Mus musculus OX=10090 GN=Enah PE=1 SV=2,32.969,1549,Q03173,Enah,Protein enabled homolog,17.38919978,17.1627301,17.14975454,17.06127516,17.22463006,17.38203026,17.09871382,16.97083858,17.31403004,17.04834781,0.034725829,-0.171443665,0.240895323,17.18015502,0.373529004,-5.007784488,0.716284559,0.999980519,0,0
Q03265,"sp|Q03265|ATPA_MOUSE ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1",237.55,1550,Q03265,Atp5f1a,"ATP synthase subunit alpha, mitochondrial",23.67685449,23.65657803,23.6706762,23.70661663,23.80398437,23.77688329,23.64740615,23.74356586,23.79847878,23.55035643,-0.000396159,-0.135443433,0.134651114,23.70314002,-0.006505489,-5.05323855,0.99493297,0.999980519,0,0
Q03517,sp|Q03517|SCG2_MOUSE Secretogranin-2 OS=Mus musculus OX=10090 GN=Scg2 PE=1 SV=1,27.323,1551,Q03517,Scg2,Secretogranin-2,17.28231361,16.96162717,17.72801415,16.95372852,16.69285577,17.02028081,17.01735256,17.13442365,17.31239323,17.77520577,-0.128223362,-0.582929472,0.326482747,17.18781952,-0.626640966,-4.927291618,0.544662094,0.999980519,0,0
Q03717,sp|Q03717|KCNB1_MOUSE Potassium voltage-gated channel subfamily B member 1 OS=Mus musculus OX=10090 GN=Kcnb1 PE=1 SV=2,2.9908,1552,Q03717,Kcnb1,Potassium voltage-gated channel subfamily B member 1,11.12539842,11.1525751,11.22582234,11.0708524,10.95803425,10.89967745,11.26631494,10.79760598,10.96807099,10.65596694,0.189009239,-0.044603362,0.422621841,11.01203188,1.795154954,-4.181308286,0.101924432,0.999980519,0,0
Q03958,sp|Q03958|PFD6_MOUSE Prefoldin subunit 6 OS=Mus musculus OX=10090 GN=Pfdn6 PE=1 SV=1,31.22,1553,Q03958,Pfdn6,Prefoldin subunit 6,17.74033077,17.79901733,17.81506274,17.76951154,17.59405111,17.97847189,17.78679995,17.77158756,17.75584494,17.958356,-0.106617371,-0.256189975,0.042955232,17.79690338,-1.580782193,-4.349082415,0.143947134,0.999980519,0,0
Q04447,sp|Q04447|KCRB_MOUSE Creatine kinase B-type OS=Mus musculus OX=10090 GN=Ckb PE=1 SV=1,201.92,1554,Q04447,Ckb,Creatine kinase B-type,23.82569958,23.93678396,23.83120167,23.97119779,23.94148015,23.79722599,23.7718442,24.04750098,23.95446816,23.8293079,0.021203183,-0.124921719,0.167328086,23.89067104,0.3217903,-5.019426609,0.754010094,0.999980519,0,0
Q04519,sp|Q04519|ASM_MOUSE Sphingomyelin phosphodiesterase OS=Mus musculus OX=10090 GN=Smpd1 PE=1 SV=2,7.2578,1555,Q04519,Smpd1,Sphingomyelin phosphodiesterase,18.16998673,17.99254305,18.10737797,18.1115112,18.24085914,17.8526496,18.03482111,17.94028522,18.26597215,18.06275963,0.093158072,-0.08602895,0.272345095,18.07787658,1.152948892,-4.651850767,0.274837198,0.999980519,0,0
Q04690,sp|Q04690|NF1_MOUSE Neurofibromin OS=Mus musculus OX=10090 GN=Nf1 PE=1 SV=1,134.35,1556,Q04690,Nf1,Neurofibromin,18.28451725,18.52910689,18.48307643,18.54873633,18.5357331,18.28599855,18.3701746,18.45452735,18.54311168,18.43581454,0.058308658,-0.095600793,0.21221811,18.44707967,0.840163626,-4.83159664,0.419782094,0.999980519,0,0
Q04736,sp|Q04736|YES_MOUSE Tyrosine-protein kinase Yes OS=Mus musculus OX=10090 GN=Yes1 PE=1 SV=3,2.731,1557,Q04736,Yes1,Tyrosine-protein kinase Yes,12.68995586,12.07831582,12.4885057,11.74790793,12.37193059,12.70062268,12.42319779,12.70854744,12.20915987,12.61785113,-0.2565526,-0.641023798,0.127918598,12.40359948,-1.482842486,-4.423247905,0.168337829,0.999980519,0,0
Q04750,sp|Q04750|TOP1_MOUSE DNA topoisomerase 1 OS=Mus musculus OX=10090 GN=Top1 PE=1 SV=2,8.1996,1558,Q04750,Top1,DNA topoisomerase 1,16.03614785,15.77864924,15.80486982,15.94999972,15.98777336,15.72534966,15.7414422,16.05699723,15.83593855,15.61866782,0.115808908,-0.079223233,0.310841049,15.85358355,1.316836621,-4.542310719,0.216275842,0.999980519,0,0
Q04899,sp|Q04899|CDK18_MOUSE Cyclin-dependent kinase 18 OS=Mus musculus OX=10090 GN=Cdk18 PE=1 SV=1,16.033,1559,Q04899,Cdk18,Cyclin-dependent kinase 18,15.14841926,15.47436743,15.45315717,15.36131206,15.14819617,15.17925364,15.16643275,15.34651998,15.4901644,15.42630712,-0.004645159,-0.211733657,0.202443338,15.319413,-0.049744005,-5.052438633,0.961272337,0.999980519,0,0
Q05186,sp|Q05186|RCN1_MOUSE Reticulocalbin-1 OS=Mus musculus OX=10090 GN=Rcn1 PE=1 SV=1,8.2579,1560,Q05186,Rcn1,Reticulocalbin-1,13.49118203,13.468404,13.42618681,14.02463051,13.83419311,13.87687025,13.63884807,13.97813155,13.92391328,13.42610612,-0.119854565,-0.441150771,0.201441642,13.70884657,-0.828955834,-4.837063484,0.426100163,0.999980519,0,0
Q05512,sp|Q05512|MARK2_MOUSE Serine/threonine-protein kinase MARK2 OS=Mus musculus OX=10090 GN=Mark2 PE=1 SV=3,108.71,1561,Q05512,Mark2,Serine/threonine-protein kinase MARK2,18.11037795,18.11303613,18.03043082,18.15785412,18.17369211,17.99475455,18.16342091,18.21174541,18.27874582,18.1370896,-0.040073029,-0.175339476,0.095193418,18.13711474,-0.65698916,-4.915282905,0.525512396,0.999980519,0,0
Q05793,sp|Q05793|PGBM_MOUSE Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus OX=10090 GN=Hspg2 PE=1 SV=1,1.7212,1562,Q05793,Hspg2,Basement membrane-specific heparan sulfate proteoglycan core protein,12.48399761,11.67722333,12.5012122,11.1039246,12.40398186,12.17040825,12.39471913,11.69157814,12.26646155,12.25152344,-0.12087018,-0.724358252,0.482617891,12.09450301,-0.445074682,-4.988874972,0.66556125,0.999980519,0,0
Q05816,sp|Q05816|FABP5_MOUSE Fatty acid-binding protein 5 OS=Mus musculus OX=10090 GN=Fabp5 PE=1 SV=3,19.743,1563,Q05816,Fabp5,Fatty acid-binding protein 5,19.75110533,19.90184135,19.85324601,19.73912451,19.42204822,19.73461377,19.87022027,19.76706496,19.50125721,19.79765062,-0.000688281,-0.221790845,0.220414284,19.73381723,-0.00690485,-5.053236786,0.994622115,0.999980519,0,0
Q05920,"sp|Q05920|PYC_MOUSE Pyruvate carboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Pc PE=1 SV=1",151.16,1564,Q05920,Pc,"Pyruvate carboxylase, mitochondrial",20.68162774,20.65162464,20.54369905,20.57665172,20.72912036,20.64605633,20.56642457,20.61323658,20.65409139,20.62481359,0.015620214,-0.097305213,0.128545641,20.6287346,0.306754788,-5.022494271,0.765106582,0.999980519,0,0
